0	3.93539e+06
0.01	3.93599e+06
0.02	3.937e+06
0.03	3.93832e+06
0.04	3.93982e+06
0.05	3.94947e+06
0.06	3.99101e+06
0.07	3.99484e+06
0.08	3.99561e+06
0.09	3.99651e+06
0.1	3.99731e+06
0.11	3.99796e+06
0.12	3.99845e+06
0.13	3.99875e+06
0.14	3.99888e+06
0.15	3.99886e+06
0.16	3.99874e+06
0.17	3.99869e+06
0.18	3.86396e+06
0.19	3.86095e+06
0.2	3.86107e+06
0.21	3.86118e+06
0.22	3.86125e+06
0.23	3.8614e+06
0.24	3.86171e+06
0.25	3.86226e+06
0.26	3.86306e+06
0.27	3.86413e+06
0.28	3.86543e+06
0.29	3.86691e+06
0.3	3.86581e+06
0.31	3.71704e+06
0.32	3.71524e+06
0.33	3.71381e+06
0.34	3.71247e+06
0.35	3.71119e+06
0.36	3.70993e+06
0.37	3.70867e+06
0.38	3.70734e+06
0.39	3.70592e+06
0.4	3.70437e+06
0.41	3.70268e+06
0.42	3.70096e+06
0.43	3.70133e+06
0.44	3.72016e+06
0.45	3.71818e+06
0.46	3.71709e+06
0.47	3.71598e+06
0.48	3.7148e+06
0.49	3.71352e+06
0.5	3.71215e+06
0.51	3.71067e+06
0.52	3.70911e+06
0.53	3.70749e+06
0.54	3.70583e+06
0.55	3.70428e+06
0.56	3.50602e+06
0.57	3.50374e+06
0.58	3.50254e+06
0.59	3.50122e+06
0.6	3.49989e+06
0.61	3.49863e+06
0.62	3.49753e+06
0.63	3.49661e+06
0.64	3.49586e+06
0.65	3.49527e+06
0.66	3.4948e+06
0.67	3.49437e+06
0.68	3.49402e+06
0.69	3.29824e+06
0.7	3.29659e+06
0.71	3.29554e+06
0.72	3.29446e+06
0.73	3.29342e+06
0.74	3.29247e+06
0.75	3.29168e+06
0.76	3.29107e+06
0.77	3.29067e+06
0.78	3.29046e+06
0.79	3.29042e+06
0.8	3.29049e+06
0.81	3.29103e+06
0.82	3.27675e+06
0.83	3.2742e+06
0.84	3.27361e+06
0.85	3.27319e+06
0.86	3.27292e+06
0.87	3.26746e+06
0.88	3.26234e+06
0.89	3.25767e+06
0.9	3.25349e+06
0.91	3.24981e+06
0.92	3.24632e+06
0.93	3.243e+06
0.94	3.23993e+06
0.95	3.23724e+06
0.96	3.23462e+06
0.97	3.23229e+06
0.98	3.23028e+06
0.99	3.22854e+06
1	3.22698e+06
1.01	3.22548e+06
1.02	3.22394e+06
1.03	3.22224e+06
1.04	3.22031e+06
1.05	3.21811e+06
1.06	3.21574e+06
1.07	3.21329e+06
1.08	3.21045e+06
1.09	3.20713e+06
1.1	3.20331e+06
1.11	3.19895e+06
1.12	3.19412e+06
1.13	3.18894e+06
1.14	3.18357e+06
1.15	3.17817e+06
1.16	3.17289e+06
1.17	3.16781e+06
1.18	3.16293e+06
1.19	3.15841e+06
1.2	3.15426e+06
1.21	3.15041e+06
1.22	3.14708e+06
1.23	3.14438e+06
1.24	3.14237e+06
